Ruta,TypRuta,Provyta,Delyta,Avst1,Rikt1,Avst2,Rikt2,Avst3,Rikt3,Avst4,Rikt4,Avst5,Rikt5,Avst6,Rikt6,Avst7,Rikt7,Avst8,Rikt8
50,1,61,1,100,280,18,85,100,30,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
50,1,801,2,100,175,81,352,100,350,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
50,1,801,3,100,330,67,277,77,263,70,213,100,194,-2,-1,-2,-1,-2,-1
50,1,803,1,100,248,37,249,37,295,100,308,-2,-1,-2,-1,-2,-1,-2,-1
50,1,805,1,100,247,62,253,82,150,100,152,-2,-1,-2,-1,-2,-1,-2,-1
50,1,806,1,100,265,46,272,29,143,100,152,-2,-1,-2,-1,-2,-1,-2,-1
50,1,808,1,100,354,100,65,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
50,1,810,2,100,210,62,188,100,182,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
50,1,810,3,100,173,100,335,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
50,1,810,4,100,329,43,305,100,237,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
50,1,812,2,100,78,100,240,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
50,1,815,2,100,162,74,159,29,89,100,332,-2,-1,-2,-1,-2,-1,-2,-1
50,1,818,2,100,76,38,61,40,350,100,360,-2,-1,-2,-1,-2,-1,-2,-1
50,1,820,1,100,332,66,83,100,170,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
51,1,5,2,100,4,100,212,-1,-1,-1,-1,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL
51,1,5,2,100,4,100,212,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
51,1,9,2,100,32,81,101,86,144,100,321,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
51,1,9,2,100,32,81,101,86,144,100,321,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL
51,1,11,2,100,254,100,7,100,55,100,205,-2,-1,-2,-1,-2,-1,-2,-1
51,1,11,2,100,254,100,7,100,55,100,205,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
51,1,16,1,100,262,100,117,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
51,1,377,1,100,282,65,329,100,360,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
51,1,801,1,100,1,23,269,76,177,100,164,-2,-1,-2,-1,-2,-1,-2,-1
51,1,805,1,100,224,0,1,100,95,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
51,1,805,2,100,21,88,38,0,1,100,224,-2,-1,-2,-1,-2,-1,-2,-1
52,1,10,1,100,72,100,152,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
52,1,10,1,100,72,100,152,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
52,1,12,1,100,315,82,180,100,140,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
53,1,3,2,100,296,100,184,-1,-1,-1,-1,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL
53,1,3,2,100,296,100,184,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53,1,52,1,100,318,100,160,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
53,1,56,1,100,278,100,135,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
53,1,60,1,100,217,100,315,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
53,1,62,1,100,20,100,124,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
55,1,218,1,100,224,100,2,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
55,1,234,1,100,353,100,130,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
56,1,2,1,100,288,100,72,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
56,1,2,1,100,288,100,72,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56,1,7,1,100,21,100,104,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
56,1,7,1,100,21,100,104,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56,2,7,1,100,20,100,105,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
56,1,8,1,100,203,7,99,100,12,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
56,1,8,1,100,203,7,99,100,12,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1
56,2,8,1,100,212,0,360,100,9,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
56,1,10,1,100,12,100,173,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
56,1,10,1,100,12,100,173,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
56,1,10,3,100,136,100,49,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
56,1,10,3,100,136,100,49,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
56,1,50,1,100,13,100,133,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56,1,50,1,100,13,100,133,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
56,1,362,2,100,2,100,192,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
56,1,362,3,100,127,82,124,100,75,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
57,1,6,1,100,328,100,123,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
57,1,6,1,100,328,100,123,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
57,1,6,3,100,81,100,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
57,1,6,3,100,81,100,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
58,1,2,2,100,44,63,123,40,165,56,269,100,234,-2,-1,-1,-1,-1,-1
58,1,2,2,100,44,63,123,40,165,56,269,100,234,-2,-1,-2,-1,-2,-1
58,1,3,2,100,141,100,348,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
58,1,3,2,100,141,100,348,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
58,1,9,1,100,203,100,356,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
58,1,9,1,100,203,100,356,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
58,1,10,1,100,216,76,238,100,275,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
58,1,10,1,100,216,76,238,100,275,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1
58,1,220,2,100,110,34,6,89,3,100,7,-2,-1,-2,-1,-2,-1,-2,-1
58,1,325,1,100,243,100,130,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
59,1,8,1,100,220,65,189,100,171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59,1,10,1,100,200,100,42,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
59,1,10,1,100,200,100,42,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
59,1,325,1,100,303,14,61,100,165,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
59,1,815,1,100,247,76,242,32,230,100,353,-2,-1,-2,-1,-2,-1,-2,-1
60,1,2,2,100,40,100,181,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60,1,2,2,100,40,100,181,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
60,1,8,2,100,329,100,199,-1,-1,-1,-1,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL
60,1,8,2,100,329,100,199,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60,1,9,1,100,250,100,79,-1,-1,-1,-1,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL
60,1,9,1,100,250,100,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60,1,60,1,100,279,81,112,100,113,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
60,1,60,1,100,279,81,112,100,113,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
60,1,294,2,100,36,32,58,100,192,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
61,1,50,2,100,157,100,311,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
61,1,50,2,100,157,100,311,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
61,1,61,2,100,24,100,229,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
61,1,61,2,100,24,100,229,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
61,1,62,1,100,321,68,98,100,165,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
61,1,62,1,100,321,68,98,100,165,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1
61,1,250,2,100,89,28,88,45,175,86,242,73,266,32,242,22,325,100,79
61,1,250,3,100,66,69,50,65,292,100,265,-2,-1,-2,-1,-2,-1,-2,-1
61,1,259,2,100,286,100,187,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
61,1,399,2,100,278,54,236,100,185,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
61,1,810,1,100,273,69,130,95,110,100,90,-2,-1,-2,-1,-2,-1,-2,-1
62,1,51,1,100,183,100,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
63,1,2,2,100,99,100,303,100,352,100,57,-2,-1,-1,-1,-1,-1,-1,-1
63,1,2,2,100,99,100,303,100,352,100,57,-2,-1,-2,-1,-2,-1,-2,-1
63,1,6,2,100,128,100,287,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
63,1,6,2,100,128,100,287,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
63,1,60,1,100,289,58,244,75,165,100,160,-2,-1,-1,-1,-1,-1,-1,-1
63,1,60,1,100,289,58,244,75,165,100,160,-2,-1,-2,-1,-2,-1,-2,-1
64,1,1,2,100,43,75,298,100,253,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1
64,1,1,2,100,43,75,298,100,253,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1
64,1,2,1,100,224,65,175,100,152,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1
64,1,2,1,100,224,65,175,100,152,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1
64,1,3,1,100,181,100,98,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
64,1,3,1,100,181,100,98,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
64,1,11,2,100,322,100,181,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
64,1,11,2,100,322,100,181,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
64,1,50,2,100,315,83,330,52,304,100,210,-2,-1,-2,-1,-2,-1,-2,-1
64,1,50,3,100,82,55,139,42,181,52,304,83,330,100,15,-2,-1,-2,-1
64,1,50,4,100,15,83,330,100,315,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
64,1,52,1,100,87,77,127,63,193,84,198,100,171,-2,-1,-2,-1,-2,-1
64,1,53,1,100,294,62,241,100,165,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
64,1,53,3,100,89,82,37,100,340,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
64,1,54,1,100,199,87,243,89,73,100,58,-2,-1,-2,-1,-2,-1,-2,-1
64,1,54,3,100,30,83,35,70,70,20,69,80,17,100,8,-2,-1,-2,-1
65,1,12,1,100,212,100,103,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65,1,12,1,100,212,100,103,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65,1,12,2,100,335,35,325,70,43,100,53,100,103,100,212,-2,-1,-1,-1
65,1,12,2,100,335,35,325,70,43,100,53,100,103,100,212,-2,-1,-1,-1
65,1,50,1,100,270,100,135,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
65,1,54,1,100,263,44,279,54,319,100,58,-2,-1,-2,-1,-2,-1,-2,-1
65,1,54,2,100,333,54,319,44,279,100,263,-2,-1,-2,-1,-2,-1,-2,-1
65,1,60,1,100,181,100,4,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
65,1,61,2,100,274,50,315,64,175,100,212,-2,-1,-2,-1,-2,-1,-2,-1
65,1,62,1,100,267,37,296,100,3,100,31,38,88,100,101,-2,-1,-2,-1
65,1,74,1,100,1,100,108,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
65,1,76,1,100,293,46,3,100,175,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
65,1,77,1,100,15,100,171,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
65,1,81,2,100,50,50,18,100,222,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
65,1,83,1,100,252,42,200,75,155,100,132,-2,-1,-2,-1,-2,-1,-2,-1
65,1,219,1,100,217,45,205,100,105,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
65,1,240,1,100,248,62,302,65,348,100,360,-2,-1,-2,-1,-2,-1,-2,-1
65,1,261,1,100,204,22,257,100,125,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
65,1,279,2,100,114,42,128,32,67,62,34,100,21,-2,-1,-2,-1,-2,-1
65,1,279,3,100,5,75,347,38,242,100,255,-2,-1,-2,-1,-2,-1,-2,-1
65,1,390,1,100,256,100,98,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
65,1,390,2,100,264,74,308,100,50,100,98,100,256,-2,-1,-2,-1,-2,-1
66,1,289,1,100,184,45,57,100,78,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
66,1,314,2,100,52,43,326,100,330,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
66,1,333,2,100,225,30,270,100,341,100,127,76,153,100,187,-2,-1,-2,-1
67,1,1,2,100,28,100,190,-1,-1,-1,-1,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL
67,1,1,2,100,28,100,190,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,1,3,1,100,328,12,260,100,147,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,1,3,1,100,328,12,260,100,147,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,1,3,3,100,90,49,90,100,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,1,3,3,100,90,49,90,100,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,1,4,2,100,36,13,356,85,285,100,350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,1,4,2,100,36,13,356,85,285,100,350,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL
67,1,62,1,100,222,100,6,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
67,1,74,1,100,240,32,3,100,108,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
67,1,74,2,100,317,32,3,100,240,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
67,1,80,1,100,303,100,130,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
67,1,82,1,100,348,74,270,100,148,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
67,1,85,1,100,340,60,254,100,160,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
67,1,86,1,100,16,100,135,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
68,1,63,1,100,290,100,149,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
68,1,63,1,100,290,100,149,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
68,1,64,1,100,26,100,117,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
68,1,64,1,100,26,100,117,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
68,1,65,1,100,218,100,354,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
68,1,65,1,100,218,100,354,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
68,1,244,1,100,218,10,145,59,67,80,33,100,33,-2,-1,-2,-1,-2,-1
69,1,1,2,100,141,100,219,-1,-1,-1,-1,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL
69,1,1,2,100,141,100,219,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69,1,2,1,100,185,100,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69,1,2,1,100,185,100,6,-1,-1,-1,-1,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL
69,1,5,2,100,169,100,268,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69,1,6,2,100,82,100,232,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69,1,6,2,100,82,100,232,-1,-1,-1,-1,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL
69,1,7,1,100,276,32,16,100,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69,1,7,1,100,276,32,16,100,97,-1,-1,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL
69,1,253,1,100,215,45,248,43,19,100,38,-2,-1,-2,-1,-2,-1,-2,-1
